x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
1.5955517233288008,-4.346674340554687,8.006581880160557,-4.26237589288089,0.3858012761614118,4.644061759557452,5.375226017380762,5.277214331648159,-3.1286013089982934,2.6457247818666416
-6.4890843475698,7.012277296059224,-4.749650551636853,4.59485630429408,-0.16638118339505859,2.857732756047298,-9.623444814770483,-1.4661190187736333,-10.169456152747083,9.144531516740187
1.8942466751278215,-6.744838195558495,2.825613900976373,-7.331947936274715,0.9970289573259419,5.920935008150574,7.417770339587184,4.528579251632408,-1.8428859271579598,-1.656198903731883
6.415572681553968,-14.342760755405813,3.025061400325692,-7.628352182138568,2.6711430780784844,4.845564544709562,6.840919923348799,2.6051550225922413,-3.4109618148580343,2.590488370858635
-4.484810530949549,-1.6437449047877313,3.553013373797251,4.078240722935414,-4.403736890824592,1.3107353835586886,2.185299078317372,-5.333726160183591,0.9464635018705096,-6.721339590780893
9.004980711561414,-8.74138101683019,7.2887280462876145,4.404910522820062,-1.3836780246125149,3.7026764968002626,10.50787561994557,-8.414940533211178,8.608871065401118,3.214205835175604
-5.590776572336705,4.393445605749765,-4.0058683982364345,1.4614319063515966,-4.74967921087965,5.010641049151257,-9.027725793384446,-4.230031704950431,-9.48346161506804,4.654924539173315
11.557893618831493,-10.253414923775132,7.014866042874178,-0.11768486172026504,-1.0358958776624354,6.160046302886485,13.364270551047795,-10.1352965148961,18.16327347667133,3.9346149093353593
12.877032472938955,-8.896794850960998,6.474718131527244,-2.307712436089316,-1.8617847081988355,4.266721784916665,8.047384060093021,-4.900714607838123,7.817405983228919,2.218114430581195
5.131993689721659,-6.232693524360698,-1.1155071543640802,-8.027364631835166,-0.10298970816693531,5.527040082013066,9.419177003164917,2.514307861330959,-4.117846852748036,-1.4607705906005077
5.459089964693202,-5.355718822670001,3.4577929390433244,-11.235121675097567,4.282878384362374,4.376156513607604,6.405296403634559,5.0387292414695235,-8.040587996200049,-3.1586139918464946
2.675975595674992,-7.8444892786560985,-2.09359840206932,-9.93572501018177,3.9090339296494174,5.201856122197238,5.291668121083047,5.69805178366365,-2.5319600586238513,-2.372702946338589
-6.888484624012837,5.747025774696552,-3.0573620928101035,3.9029076379130947,-4.189331252064197,5.935518932646017,-9.983794205457912,-2.319191019759969,-10.255882075293478,6.067191447956899
4.10503999750725,-4.616983434645734,-0.6164427421196526,-10.868793900689946,2.6304324053025345,4.7193661294446265,3.9136706713416274,5.706851577766287,-4.386459982091928,-3.2438984240185293
-4.147858439732408,4.741858266409803,0.6030794609235892,4.558236767065833,-0.9868325623005778,4.914568100552739,-7.905876883998246,-7.258641453635927,-9.61767545245991,4.1063099932591705
-4.990171788752882,8.010464084714412,-3.5950383125492493,3.8782249376583646,-6.228509552572929,3.851161020121993,-11.627742392505734,-6.448006651260499,-8.706021993863537,9.05318393848033
-6.687735543658794,7.081312122080774,-3.225049881041364,3.8208276910087267,-4.376619450175552,3.7748335554637635,-9.086155287080064,-4.240160624806364,-7.59598529426319,5.03025974441253
-5.09811191731896,4.268718580315683,-4.805357784890485,3.1661612674729054,0.24081834180269146,1.5993260770094195,-10.537403292192998,-4.222238325046479,-10.384390608789769,7.246885988692848
-4.7246085191369005,8.079788328812068,-4.888818539609153,3.5530678958271413,-2.555315104494298,4.974639473141094,-9.603375534061204,-5.4476123621070265,-9.054391187959105,6.853756852002164
5.313602224264132,-3.7498961925839485,3.8347418732069265,-10.403211875114525,4.769011339692701,3.2005406483197874,5.934578553183217,4.864821150909452,-0.08134734856242631,-0.44436023345280107
-6.156560079177144,3.66496498653452,-3.134704339954429,3.5131247850326566,-4.927162818487156,3.467552046229684,-11.723742346933665,-3.341724761125911,-9.934894195767168,5.51369051113093
-7.552016755750472,-4.426271698664224,3.781193417217063,3.291752063606017,-9.656726333763341,-2.1005230518144433,0.775174266337914,-4.55655306857701,-3.616743214154585,-8.376119552816325
5.105110638740769,-4.933147694627268,1.4544122214754767,-5.045663545484339,1.6437554316214549,4.943754216751041,9.462812188893697,3.5170056015416726,-1.4951348002607117,4.821064078000261
-6.343103313679851,-1.7170665081381127,3.9434979744077467,2.3306545414790243,-7.213365771657907,-0.38629068429070057,-2.166078307436491,-2.9154149793097393,-0.7426225856866233,-7.8214690275231895
4.79738952746335,-8.676386587338934,-1.3947192166984443,-8.433873033254013,4.727365270553113,3.7211570855905785,7.9178992746250865,-0.7414571456857226,3.2479923235402275,-5.322231871455653
-0.20503473232614589,-2.604014944013878,3.3727040632272773,-6.357838962511587,0.5678736807515317,11.59991980314278,11.989293161621738,7.659379959030282,4.95566075051739,0.4394914102558082
-6.89179807454615,-1.1173836229696485,2.0248603315613334,6.761267837011854,-6.340644353925012,-1.822098076916694,0.9328979024042101,-5.370159292435977,-2.1411719984605457,-4.841074044251174
7.4405221177116925,-4.976643119153389,5.704736686833094,-8.775619532608212,3.8114065489186366,3.5297205752776772,11.585517830476148,3.8488568969096177,-1.9218070478388118,0.23061459584586358
6.190646366211196,-8.30331186454602,3.538413954165474,-7.331515122717851,-0.8202752922980014,6.46163692134506,8.01893649581345,3.81664858721091,-0.6300147727884433,0.551879407944484
-4.208001758474022,6.8403198665875,-3.084636136350002,2.987702215240797,-2.1292836896790885,1.1544003540632464,-5.960559275193204,-5.037206869723566,-11.070508904580445,4.288779999799003
5.533437412235972,-5.930322901195879,3.4990211175675516,-7.351817519036134,3.148077847346504,5.778864742565576,8.803942098296613,0.9214630006136377,-1.7409295722606324,1.6770274915124042
1.4926785997260783,-4.187849387267769,0.4911862669189331,-4.603331600131024,6.798822293792918,3.8745268115188063,8.258897096274955,1.0357424793754495,-1.259742028145706,0.1776366034106338
7.903183695356723,-8.143334101509694,0.8834472703037921,-10.377834777974861,4.134003788069225,5.647933141518286,3.8038308548812427,1.3182251647361087,-7.001032186729047,4.975623318436774
9.095911586148915,-6.08607266778867,5.841428988651574,0.46910153862179704,1.1150118557193651,6.555659156658068,0.22842705299360055,-5.764301211534272,6.779462548459518,7.269844338883569
6.632409253967278,-6.016186358521539,0.44493770049405246,-6.1832549312446226,4.351884279524637,6.041299974794361,9.856912743395165,3.322869613358196,1.1579375216851129,1.1725846207507884
7.315030242123437,-7.731152963048085,2.4794249496601153,-10.134343143979304,3.137616430353686,7.236195373597784,8.030304703672547,6.773336211739881,0.9535403872640256,-4.984615560453824
-5.612387007612044,4.767780326698566,-1.8036955021545187,3.4218603614071896,-2.293820081108864,2.772485198472641,-9.107255051394997,-2.7178991449732477,-8.859545819220756,5.526200935371522
7.24832626947359,-10.048244032836955,6.581874604517801,-10.099460845746854,1.5256741456591665,4.61084692625034,8.743967436738496,2.050079477053572,-3.408357091144093,4.862545506186972
0.4652858719746167,-10.432181939591747,-2.341702296659493,-6.420826797413669,6.648076306612685,5.883064574854164,10.016462926339027,0.8531360241016235,1.0469419666810529,0.4342696017724649
6.359275891101803,-6.793686995074939,0.15597219009165952,-5.2025738316072925,4.836803010737992,3.3169915676248762,8.907948505044333,0.5468816627288704,-3.1920878189794895,-1.9390865761016594
-3.5075344959981365,5.890621887355872,-5.315226109010069,1.5219599617928306,-0.7960106522998727,1.769948337970082,-8.501075121256159,-5.902317761019713,-8.341205359280773,3.7998524832627223
3.7583935810843005,-8.801940769014665,1.9582375653903403,-12.479688680102122,-0.8111839152695559,9.08254125032305,5.659824774714224,4.413859852466402,-5.016403027957599,-1.502042872738135
